"category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"Metabolism","Nucleotide metabolism","ko00230","Purine metabolism","20/402","224/14346",5.1081579286096e-06,7.69872373526162e-05,6.02993078790758e-05,"K15778/K06928/K00769/K00602/K00088/K06966/K00759/K00948/K01952/K23265/K23264/K01923/K01488/K21053/K01768/K00525/K00526/K03787/K01939/K01933",20
"Metabolism","Global and overview maps","ko01232","Nucleotide metabolism","14/402","123/14346",8.82227686598011e-06,0.000124100027914787,9.71998223129037e-05,"K01494/K00943/K06928/K00769/K00088/K06966/K00759/K01488/K21053/K00525/K00526/K03787/K01939/K00761",14
"Metabolism","Energy metabolism","ko00680","Methane metabolism","18/402","196/14346",1.02752666032061e-05,0.000135505078329781,0.000106132687941011,"K00169/K01086/K03841/K00058/K11529/K00625/K13788/K00925/K21071/K08691/K00196/K25124/K22015/K01079/K00831/K00024/K07812/K00198",18
"Metabolism","Global and overview maps","ko01210","2-Oxocarboxylic acid metabolism","13/402","113/14346",1.64064074134979e-05,0.00020363246848518,0.00015949262934484,"K00169/K03737/K00145/K05825/K00821/K01681/K27802/K00031/K01652/K01649/K00812/K00164/K01647",13
"Metabolism","Carbohydrate metabolism","ko00650","Butanoate metabolism","13/402","114/14346",1.8055747456658e-05,0.000211653484075268,0.000165774991268731,"K00169/K03737/K03821/K00656/K00626/K20509/K00135/K01652/K00241/K00242/K00634/K01692/K18118",13
"Metabolism","Amino acid metabolism","ko00250","Alanine, aspartate and glutamate metabolism","10/402","70/14346",2.36099335880454e-05,0.000262194525635662,0.000205360641181337,"K01955/K00609/K00266/K00135/K13821/K23265/K00812/K01915/K01939/K01953",10
"Metabolism","Energy metabolism","ko00190","Oxidative phosphorylation","17/402","224/14346",0.000196118452906815,0.00203562325297172,0.00159437690554533,"K00406/K00407/K00405/K00404/K00425/K00426/K08738/K00411/K00241/K00242/K02112/K02133/K02114/K00337/K00330/K00937/K01535",17
"Metabolism","Carbohydrate metabolism","ko00010","Glycolysis / Gluconeogenesis","11/402","107/14346",0.000202597574940314,0.00203562325297172,0.00159437690554533,"K15778/K00169/K03737/K01086/K03841/K00873/K01006/K21071/K13954/K00128/K00138",11
"Metabolism","Amino acid metabolism","ko00220","Arginine biosynthesis","8/402","67/14346",0.000544865124780878,0.00522575187858024,0.00409300596127262,"K00145/K01955/K00611/K00821/K23265/K00812/K01915/K01457",8
"Metabolism","Carbohydrate metabolism","ko00030","Pentose phosphate pathway","9/402","89/14346",0.000855832694069944,0.0078513347151634,0.00614946146311127,"K15778/K01783/K01086/K03841/K00615/K11529/K21071/K00948/K01619",9
"Metabolism","Metabolism of other amino acids","ko00430","Taurine and hypotaurine metabolism","5/402","29/14346",0.00114850342202927,0.0100972592520074,0.0079085542657279,"K00681/K00625/K13788/K00925/K15024",5
"Metabolism","Nucleotide metabolism","ko00240","Pyrimidine metabolism","10/402","114/14346",0.00136118147133926,0.0114883716181034,0.00899812593685325,"K00762/K01494/K01955/K00609/K00943/K06966/K00525/K00526/K03787/K00761",10
"Cellular Processes","Cellular community - prokaryotes","ko02026","Biofilm formation - Escherichia coli","7/402","61/14346",0.00152550702044434,0.0123800762043753,0.00969654259958551,"K21084/K01991/K21088/K03566/K04761/K07659/K00703",7
"Metabolism","Amino acid metabolism","ko00290","Valine, leucine and isoleucine biosynthesis","4/402","19/14346",0.00168551982947303,0.01317202533403,0.0103168270264041,"K01652/K01649/K00263/K01754",4
"Metabolism","Metabolism of cofactors and vitamins","ko00860","Porphyrin metabolism","11/402","142/14346",0.0021831910786253,0.0164519041996407,0.0128857518550441,"K02495/K02224/K02232/K07226/K01719/K01749/K01772/K08973/K03403/K10960/K01885",11
"Genetic Information Processing","Translation","ko00970","Aminoacyl-tRNA biosynthesis","7/402","66/14346",0.00241683925133521,0.0175128733961184,0.0137167429443282,"K01872/K01879/K01868/K01881/K01885/K01875/K01887",7
"Metabolism","Biosynthesis of other secondary metabolites","ko00521","Streptomycin biosynthesis","4/402","21/14346",0.00248998199944812,0.0175128733961184,0.0137167429443282,"K01710/K15778/K01790/K00067",4
"Metabolism","Carbohydrate metabolism","ko00500","Starch and sucrose metabolism","9/402","106/14346",0.00291847159745396,0.0198644357117027,0.015558575239398,"K15778/K01087/K16147/K05343/K00705/K00703/K01182/K01187/K01236",9
"Metabolism","Amino acid metabolism","ko00270","Cysteine and methionine metabolism","10/402","128/14346",0.00321488763465074,0.0211981653409783,0.0166032025868476,"K00058/K00641/K13061/K00640/K00831/K00812/K00024/K01611/K25035/K01767",10
"Metabolism","Metabolism of other amino acids","ko00470","D-Amino acid metabolism","6/402","55/14346",0.00424245331612532,0.0271259893849225,0.0212460979467839,"K23265/K01778/K00285/K21060/K12658/K21062",6
"Metabolism","Lipid metabolism","ko00071","Fatty acid degradation","6/402","60/14346",0.00652000848371204,0.0404624055900953,0.031691682103492,"K00626/K00632/K13954/K00128/K01692/K00249",6
